%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
 166   4  151.00  -83.00        0.4377
 167   4  153.00  -83.00        0.4377
 168   4  155.00  -83.00        0.4377
 169   4  157.00  -83.00        0.4377
 170   4  159.00  -83.00        0.4377
 171   4  161.00  -83.00        0.4377
 172   4  163.00  -83.00        0.4377
 173   4  165.00  -83.00        0.4377
 174   4  167.00  -83.00        0.4377
 175   4  169.00  -83.00        0.4377
 176   4  171.00  -83.00        0.4377
 177   4  173.00  -83.00        0.4377
 178   4  175.00  -83.00        0.4377
 179   4  177.00  -83.00        0.4377
 180   4  179.00  -83.00        0.4377
   1   5 -179.00  -81.00        1.2090
   2   5 -177.00  -81.00        1.2090
   3   5 -175.00  -81.00        1.2090
   4   5 -173.00  -81.00        1.2090
   5   5 -171.00  -81.00        1.2099
   6   5 -169.00  -81.00        1.2107
   7   5 -167.00  -81.00        1.2107
   8   5 -165.00  -81.00        1.2107
   9   5 -163.00  -81.00        1.2107
  10   5 -161.00  -81.00        1.2233
  11   5 -159.00  -81.00        1.2233
  12   5 -157.00  -81.00        1.2233
  13   5 -155.00  -81.00        1.2233
  14   5 -153.00  -81.00        1.2481
  15   5 -151.00  -81.00        1.2729
  16   5 -149.00  -81.00        1.2729
  17   5 -147.00  -81.00        1.2729
  18   5 -145.00  -81.00        1.2729
  19   5 -143.00  -81.00        1.3475
  20   5 -141.00  -81.00        1.3475
  21   5 -139.00  -81.00        1.3475
  22   5 -137.00  -81.00        1.3475
  23   5 -135.00  -81.00        1.3542
  24   5 -133.00  -81.00        1.3609
  25   5 -131.00  -81.00        1.3609
  26   5 -129.00  -81.00        1.3609
  27   5 -127.00  -81.00        1.3609
  28   5 -125.00  -81.00        1.4713
  29   5 -123.00  -81.00        1.4713
  30   5 -121.00  -81.00        1.4713
  31   5 -119.00  -81.00        1.4713
  32   5 -117.00  -81.00        1.4702
  33   5 -115.00  -81.00        1.4691
  34   5 -113.00  -81.00        1.4691
  35   5 -111.00  -81.00        1.4691
  36   5 -109.00  -81.00        1.4691
  37   5 -107.00  -81.00        1.4395
  38   5 -105.00  -81.00        1.4395
  39   5 -103.00  -81.00        1.4395
  40   5 -101.00  -81.00        1.4395
  41   5  -99.00  -81.00        1.4518
  42   5  -97.00  -81.00        1.4640
  43   5  -95.00  -81.00        1.4640
  44   5  -93.00  -81.00        1.4640
  45   5  -91.00  -81.00        1.4640
  46   5  -89.00  -81.00        1.3437
  47   5  -87.00  -81.00        1.3437
  48   5  -85.00  -81.00        1.3437
  49   5  -83.00  -81.00        1.3437
  50   5  -81.00  -81.00        1.2457
  51   5  -79.00  -81.00        1.1476
  52   5  -77.00  -81.00        1.1476
  53   5  -75.00  -81.00        1.1476
  54   5  -73.00  -81.00        1.1476
  55   5  -71.00  -81.00        0.1546
  56   5  -69.00  -81.00        0.1546
  57   5  -67.00  -81.00        0.1546
  58   5  -65.00  -81.00        0.1546
  59   5  -63.00  -81.00       -0.1878
  60   5  -61.00  -81.00       -0.5303
  61   5  -59.00  -81.00       -0.5303
  62   5  -57.00  -81.00       -0.5303
  63   5  -55.00  -81.00       -0.5303
  64   5  -53.00  -81.00       -0.8717
  65   5  -51.00  -81.00       -0.8717
  66   5  -49.00  -81.00       -0.8717
  67   5  -47.00  -81.00       -0.8717
  68   5  -45.00  -81.00       -0.8975
  69   5  -43.00  -81.00       -0.9233
  70   5  -41.00  -81.00       -0.9233
  71   5  -39.00  -81.00       -0.9233
  72   5  -37.00  -81.00       -0.9233
  73   5  -35.00  -81.00       -0.9505
  74   5  -33.00  -81.00       -0.9505
  75   5  -31.00  -81.00       -0.9505
  76   5  -29.00  -81.00       -0.9505
  77   5  -27.00  -81.00       -0.9562
  78   5  -25.00  -81.00       -0.9619
  79   5  -23.00  -81.00       -0.9619
  80   5  -21.00  -81.00       -0.9619
  81   5  -19.00  -81.00       -0.9619
  82   5  -17.00  -81.00       -0.9667
  83   5  -15.00  -81.00       -0.9667
  84   5  -13.00  -81.00       -0.9667
  85   5  -11.00  -81.00       -0.9667
  86   5   -9.00  -81.00       -0.8621
  87   5   -7.00  -81.00       -0.7576
  88   5   -5.00  -81.00       -0.7576
  89   5   -3.00  -81.00       -0.7576
  90   5   -1.00  -81.00       -0.7576
  91   5    1.00  -81.00       -0.4992
  92   5    3.00  -81.00       -0.4992
  93   5    5.00  -81.00       -0.4992
  94   5    7.00  -81.00       -0.4992
  95   5    9.00  -81.00       -0.3353
  96   5   11.00  -81.00       -0.1715
  97   5   13.00  -81.00       -0.1715
  98   5   15.00  -81.00       -0.1715
  99   5   17.00  -81.00       -0.1715
 100   5   19.00  -81.00        0.6147
 101   5   21.00  -81.00        0.6147
 102   5   23.00  -81.00        0.6147
 103   5   25.00  -81.00        0.6147
 104   5   27.00  -81.00        1.0573
 105   5   29.00  -81.00        1.4998
 106   5   31.00  -81.00        1.4998
 107   5   33.00  -81.00        1.4998
 108   5   35.00  -81.00        1.4998
 109   5   37.00  -81.00        1.8995
 110   5   39.00  -81.00        1.8995
 111   5   41.00  -81.00        1.8995
 112   5   43.00  -81.00        1.8995
 113   5   45.00  -81.00        1.8579
 114   5   47.00  -81.00        1.8162
 115   5   49.00  -81.00        1.8162
 116   5   51.00  -81.00        1.8162
 117   5   53.00  -81.00        1.8162
 118   5   55.00  -81.00        1.3283
 119   5   57.00  -81.00        1.3283
 120   5   59.00  -81.00        1.3283
 121   5   61.00  -81.00        1.3283
 122   5   63.00  -81.00        1.0600
 123   5   65.00  -81.00        0.7918
 124   5   67.00  -81.00        0.7918
 125   5   69.00  -81.00        0.7918
 126   5   71.00  -81.00        0.7918
 127   5   73.00  -81.00        0.8419
 128   5   75.00  -81.00        0.8419
 129   5   77.00  -81.00        0.8419
 130   5   79.00  -81.00        0.8419
 131   5   81.00  -81.00        0.8484
 132   5   83.00  -81.00        0.8550
 133   5   85.00  -81.00        0.8550
 134   5   87.00  -81.00        0.8550
 135   5   89.00  -81.00        0.8550
 136   5   91.00  -81.00        0.8621
 137   5   93.00  -81.00        0.8621
 138   5   95.00  -81.00        0.8621
 139   5   97.00  -81.00        0.8621
 140   5   99.00  -81.00        0.8525
 141   5  101.00  -81.00        0.8429
 142   5  103.00  -81.00        0.8429
 143   5  105.00  -81.00        0.8429
 144   5  107.00  -81.00        0.8429
 145   5  109.00  -81.00        1.0213
 146   5  111.00  -81.00        1.0213
 147   5  113.00  -81.00        1.0213
 148   5  115.00  -81.00        1.0213
 149   5  117.00  -81.00        1.0880
 150   5  119.00  -81.00        1.1547
 151   5  121.00  -81.00        1.1547
 152   5  123.00  -81.00        1.1547
 153   5  125.00  -81.00        1.1547
 154   5  127.00  -81.00        1.1983
 155   5  129.00  -81.00        1.1983
 156   5  131.00  -81.00        1.1983
 157   5  133.00  -81.00        1.1983
 158   5  135.00  -81.00        1.2080
 159   5  137.00  -81.00        1.2177
 160   5  139.00  -81.00        1.2177
 161   5  141.00  -81.00        1.2177
 162   5  143.00  -81.00        1.2177
 163   5  145.00  -81.00        1.2241
 164   5  147.00  -81.00        1.2241
 165   5  149.00  -81.00        1.2241
 166   5  151.00  -81.00        1.2241
 167   5  153.00  -81.00        1.2219
 168   5  155.00  -81.00        1.2197
 169   5  157.00  -81.00        1.2197
 170   5  159.00  -81.00        1.2197
 171   5  161.00  -81.00        1.2197
 172   5  163.00  -81.00        1.1884
 173   5  165.00  -81.00        1.1884
 174   5  167.00  -81.00        1.1884
 175   5  169.00  -81.00        1.1884
 176   5  171.00  -81.00        1.2007
 177   5  173.00  -81.00        1.2130
 178   5  175.00  -81.00        1.2130
 179   5  177.00  -81.00        1.2130
 180   5  179.00  -81.00        1.2130
   1   6 -179.00  -79.00        1.2978
   2   6 -177.00  -79.00        1.2978
   3   6 -175.00  -79.00        1.2978
   4   6 -173.00  -79.00        1.2978
   5   6 -171.00  -79.00        1.3018
   6   6 -169.00  -79.00        1.3058
   7   6 -167.00  -79.00        1.3058
   8   6 -165.00  -79.00        1.3058
   9   6 -163.00  -79.00        1.3058
  10   6 -161.00  -79.00        1.3146
  11   6 -159.00  -79.00        1.3146
  12   6 -157.00  -79.00        1.3146
  13   6 -155.00  -79.00        1.3146
  14   6 -153.00  -79.00        1.3420
  15   6 -151.00  -79.00        1.3694
  16   6 -149.00  -79.00        1.3694
  17   6 -147.00  -79.00        1.3694
  18   6 -145.00  -79.00        1.3694
  19   6 -143.00  -79.00        1.3945
  20   6 -141.00  -79.00        1.3945
  21   6 -139.00  -79.00        1.3945
  22   6 -137.00  -79.00        1.3945
  23   6 -135.00  -79.00        1.4015
  24   6 -133.00  -79.00        1.4085
  25   6 -131.00  -79.00        1.4085
  26   6 -129.00  -79.00        1.4085
  27   6 -127.00  -79.00        1.4085
  28   6 -125.00  -79.00        1.5247
  29   6 -123.00  -79.00        1.5247
  30   6 -121.00  -79.00        1.5247
  31   6 -119.00  -79.00        1.5247
  32   6 -117.00  -79.00        1.5235
  33   6 -115.00  -79.00        1.5224
  34   6 -113.00  -79.00        1.5224
  35   6 -111.00  -79.00        1.5224
  36   6 -109.00  -79.00        1.5224
  37   6 -107.00  -79.00        1.4913
  38   6 -105.00  -79.00        1.4913
  39   6 -103.00  -79.00        1.4913
  40   6 -101.00  -79.00        1.4913
  41   6  -99.00  -79.00        1.5041
  42   6  -97.00  -79.00        1.5170
  43   6  -95.00  -79.00        1.5170
  44   6  -93.00  -79.00        1.5170
  45   6  -91.00  -79.00        1.5170
  46   6  -89.00  -79.00        1.7236
  47   6  -87.00  -79.00        1.7236
  48   6  -85.00  -79.00        1.7236
  49   6  -83.00  -79.00        1.7236
  50   6  -81.00  -79.00        1.5733
  51   6  -79.00  -79.00        1.4229
  52   6  -77.00  -79.00        1.4229
  53   6  -75.00  -79.00        1.4229
  54   6  -73.00  -79.00        1.4229
  55   6  -71.00  -79.00        0.3842
  56   6  -69.00  -79.00        0.3842
  57   6  -67.00  -79.00        0.3842
  58   6  -65.00  -79.00        0.3842
  59   6  -63.00  -79.00       -0.0287
  60   6  -61.00  -79.00       -0.4415
  61   6  -59.00  -79.00       -0.4415
  62   6  -57.00  -79.00       -0.4415
  63   6  -55.00  -79.00       -0.4415
  64   6  -53.00  -79.00       -0.9622
  65   6  -51.00  -79.00       -0.9622
  66   6  -49.00  -79.00       -0.9622
  67   6  -47.00  -79.00       -0.9622
  68   6  -45.00  -79.00       -1.0090
  69   6  -43.00  -79.00       -1.0558
  70   6  -41.00  -79.00       -1.0558
  71   6  -39.00  -79.00       -1.0558
  72   6  -37.00  -79.00       -1.0558
  73   6  -35.00  -79.00       -1.0764
  74   6  -33.00  -79.00       -1.0764
  75   6  -31.00  -79.00       -1.0764
  76   6  -29.00  -79.00       -1.0764
  77   6  -27.00  -79.00       -1.0871
  78   6  -25.00  -79.00       -1.0977
  79   6  -23.00  -79.00       -1.0977
  80   6  -21.00  -79.00       -1.0977
  81   6  -19.00  -79.00       -1.0977
  82   6  -17.00  -79.00       -1.0231
  83   6  -15.00  -79.00       -1.0231
  84   6  -13.00  -79.00       -1.0231
  85   6  -11.00  -79.00       -1.0231
  86   6   -9.00  -79.00       -0.9003
  87   6   -7.00  -79.00       -0.7774
  88   6   -5.00  -79.00       -0.7774
  89   6   -3.00  -79.00       -0.7774
  90   6   -1.00  -79.00       -0.7774
  91   6    1.00  -79.00       -0.4948
  92   6    3.00  -79.00       -0.4948
  93   6    5.00  -79.00       -0.4948
  94   6    7.00  -79.00       -0.4948
  95   6    9.00  -79.00       -0.3074
  96   6   11.00  -79.00       -0.1201
  97   6   13.00  -79.00       -0.1201
  98   6   15.00  -79.00       -0.1201
  99   6   17.00  -79.00       -0.1201
 100   6   19.00  -79.00        0.8324
 101   6   21.00  -79.00        0.8324
 102   6   23.00  -79.00        0.8324
 103   6   25.00  -79.00        0.8324
 104   6   27.00  -79.00        1.2351
 105   6   29.00  -79.00        1.6378
 106   6   31.00  -79.00        1.6378
 107   6   33.00  -79.00        1.6378
 108   6   35.00  -79.00        1.6378
 109   6   37.00  -79.00        2.0030
 110   6   39.00  -79.00        2.0030
 111   6   41.00  -79.00        2.0030
 112   6   43.00  -79.00        2.0030
 113   6   45.00  -79.00        1.9538
 114   6   47.00  -79.00        1.9045
 115   6   49.00  -79.00        1.9045
 116   6   51.00  -79.00        1.9045
 117   6   53.00  -79.00        1.9045
 118   6   55.00  -79.00        1.4413
 119   6   57.00  -79.00        1.4413
 120   6   59.00  -79.00        1.4413
 121   6   61.00  -79.00        1.4413
 122   6   63.00  -79.00        1.1858
 123   6   65.00  -79.00        0.9303
 124   6   67.00  -79.00        0.9303
 125   6   69.00  -79.00        0.9303
 126   6   71.00  -79.00        0.9303
 127   6   73.00  -79.00        0.8493
 128   6   75.00  -79.00        0.8493
 129   6   77.00  -79.00        0.8493
 130   6   79.00  -79.00        0.8493
 131   6   81.00  -79.00        0.8697
 132   6   83.00  -79.00        0.8901
 133   6   85.00  -79.00        0.8901
 134   6   87.00  -79.00        0.8901
 135   6   89.00  -79.00        0.8901
 136   6   91.00  -79.00        0.9009
 137   6   93.00  -79.00        0.9009
 138   6   95.00  -79.00        0.9009
 139   6   97.00  -79.00        0.9009
 140   6   99.00  -79.00        0.9335
 141   6  101.00  -79.00        0.9662
 142   6  103.00  -79.00        0.9662
 143   6  105.00  -79.00        0.9662
 144   6  107.00  -79.00        0.9662
 145   6  109.00  -79.00        1.0557
 146   6  111.00  -79.00        1.0557
 147   6  113.00  -79.00        1.0557
 148   6  115.00  -79.00        1.0557
 149   6  117.00  -79.00        1.1445
 150   6  119.00  -79.00        1.2334
 151   6  121.00  -79.00        1.2334
 152   6  123.00  -79.00        1.2334
 153   6  125.00  -79.00        1.2334
 154   6  127.00  -79.00        1.2761
 155   6  129.00  -79.00        1.2761
 156   6  131.00  -79.00        1.2761
 157   6  133.00  -79.00        1.2761
 158   6  135.00  -79.00        1.2722
 159   6  137.00  -79.00        1.2682
 160   6  139.00  -79.00        1.2682
 161   6  141.00  -79.00        1.2682
 162   6  143.00  -79.00        1.2682
 163   6  145.00  -79.00        1.2940
 164   6  147.00  -79.00        1.2940
 165   6  149.00  -79.00        1.2940
 166   6  151.00  -79.00        1.2940
 167   6  153.00  -79.00        1.2925
 168   6  155.00  -79.00        1.2910
 169   6  157.00  -79.00        1.2910
 170   6  159.00  -79.00        1.2910
 171   6  161.00  -79.00        1.2910
 172   6  163.00  -79.00        1.2706
 173   6  165.00  -79.00        1.2706
 174   6  167.00  -79.00        1.2706
 175   6  169.00  -79.00        1.2706
 176   6  171.00  -79.00        1.2820
 177   6  173.00  -79.00        1.2935
 178   6  175.00  -79.00        1.2935
 179   6  177.00  -79.00        1.2935
 180   6  179.00  -79.00        1.2935
   1   7 -179.00  -77.00        1.4249
   2   7 -177.00  -77.00        1.4249
   3   7 -175.00  -77.00        1.4249
   4   7 -173.00  -77.00        1.4249
   5   7 -171.00  -77.00        1.4371
   6   7 -169.00  -77.00        1.4493
   7   7 -167.00  -77.00        1.4493
   8   7 -165.00  -77.00        1.4493
   9   7 -163.00  -77.00        1.4493
  10   7 -161.00  -77.00        1.4463
  11   7 -159.00  -77.00        1.4463
  12   7 -157.00  -77.00        1.4463
  13   7 -155.00  -77.00        1.4463
  14   7 -153.00  -77.00        1.4770
  15   7 -151.00  -77.00        1.5078
  16   7 -149.00  -77.00        1.5078
  17   7 -147.00  -77.00        1.5078
  18   7 -145.00  -77.00        1.5078
  19   7 -143.00  -77.00     9999.0000
  20   7 -141.00  -77.00     9999.0000
  21   7 -139.00  -77.00     9999.0000
  22   7 -137.00  -77.00     9999.0000
  23   7 -135.00  -77.00     9999.0000
  24   7 -133.00  -77.00     9999.0000
  25   7 -131.00  -77.00     9999.0000
  26   7 -129.00  -77.00     9999.0000
  27   7 -127.00  -77.00     9999.0000
  28   7 -125.00  -77.00     9999.0000
  29   7 -123.00  -77.00     9999.0000
  30   7 -121.00  -77.00     9999.0000
  31   7 -119.00  -77.00     9999.0000
  32   7 -117.00  -77.00     9999.0000
  33   7 -115.00  -77.00     9999.0000
  34   7 -113.00  -77.00     9999.0000
  35   7 -111.00  -77.00     9999.0000
  36   7 -109.00  -77.00     9999.0000
  37   7 -107.00  -77.00     9999.0000
  38   7 -105.00  -77.00     9999.0000
  39   7 -103.00  -77.00     9999.0000
  40   7 -101.00  -77.00     9999.0000
  41   7  -99.00  -77.00     9999.0000
  42   7  -97.00  -77.00     9999.0000
  43   7  -95.00  -77.00     9999.0000
  44   7  -93.00  -77.00     9999.0000
  45   7  -91.00  -77.00     9999.0000
  46   7  -89.00  -77.00        2.5881
  47   7  -87.00  -77.00        2.5881
  48   7  -85.00  -77.00        2.5881
  49   7  -83.00  -77.00        2.5881
  50   7  -81.00  -77.00        2.3153
  51   7  -79.00  -77.00        2.0424
  52   7  -77.00  -77.00        2.0424
  53   7  -75.00  -77.00        2.0424
  54   7  -73.00  -77.00        2.0424
  55   7  -71.00  -77.00        1.0178
  56   7  -69.00  -77.00        1.0178
  57   7  -67.00  -77.00        1.0178
  58   7  -65.00  -77.00        1.0178
  59   7  -63.00  -77.00        0.4682
  60   7  -61.00  -77.00       -0.0814
  61   7  -59.00  -77.00       -0.0814
  62   7  -57.00  -77.00       -0.0814
  63   7  -55.00  -77.00       -0.0814
  64   7  -53.00  -77.00       -1.0215
  65   7  -51.00  -77.00       -1.0215
  66   7  -49.00  -77.00       -1.0215
  67   7  -47.00  -77.00       -1.0215
  68   7  -45.00  -77.00       -1.1195
  69   7  -43.00  -77.00       -1.2176
  70   7  -41.00  -77.00       -1.2176
  71   7  -39.00  -77.00       -1.2176
  72   7  -37.00  -77.00       -1.2176
  73   7  -35.00  -77.00       -1.2173
  74   7  -33.00  -77.00       -1.2173
